date,query,count
2026-06-29,total,8986802
2026-06-29,claude,535769
2026-06-29,copilot,2323
2026-06-29,devin,487
2026-06-29,aider,95
2026-06-29,codex,1
2026-06-29,opencode,195
2026-06-29,cursor_editor,42342
2026-06-29,cursor_bg,12
2026-06-29,jules,2099
2026-06-29,amazonq,0
