date,query,count
2026-06-16,total,15722438
2026-06-16,claude,552548
2026-06-16,copilot,3238
2026-06-16,devin,753
2026-06-16,aider,207
2026-06-16,codex,1
2026-06-16,opencode,156
2026-06-16,cursor_editor,46276
2026-06-16,cursor_bg,8
2026-06-16,jules,2032
2026-06-16,amazonq,8
