date,query,count
2026-06-23,total,8798927
2026-06-23,claude,573178
2026-06-23,copilot,3281
2026-06-23,devin,753
2026-06-23,aider,241
2026-06-23,codex,1
2026-06-23,opencode,213
2026-06-23,cursor_editor,44032
2026-06-23,cursor_bg,29
2026-06-23,jules,1783
2026-06-23,amazonq,0
