date,query,count
2026-09-06,total,20814500
2026-09-06,claude,729053
2026-09-06,copilot,3067
2026-09-06,devin,627
2026-09-06,aider,245
2026-09-06,codex,7
2026-09-06,opencode,631
2026-09-06,cursor_editor,37115
2026-09-06,cursor_bg,18
2026-09-06,jules,2088
2026-09-06,amazonq,4
