date,query,count
2026-03-12,total,20299363
2026-03-12,claude,256406
2026-03-12,copilot,18034
2026-03-12,devin,563
2026-03-12,aider,179
2026-03-12,codex,5
2026-03-12,opencode,53
2026-03-12,cursor_editor,311
2026-03-12,cursor_bg,4
2026-03-12,jules,3463
2026-03-12,amazonq,0
