date,query,count
2026-07-08,total,14922815
2026-07-08,claude,581759
2026-07-08,copilot,4122
2026-07-08,devin,377
2026-07-08,aider,251
2026-07-08,codex,1
2026-07-08,opencode,256
2026-07-08,cursor_editor,45585
2026-07-08,cursor_bg,98
2026-07-08,jules,1822
2026-07-08,amazonq,0
