date,query,count
2026-06-04,total,8693820
2026-06-04,claude,518811
2026-06-04,copilot,5198
2026-06-04,devin,550
2026-06-04,aider,207
2026-06-04,codex,1
2026-06-04,opencode,125
2026-06-04,cursor_editor,46342
2026-06-04,cursor_bg,8
2026-06-04,jules,2328
2026-06-04,amazonq,0
