date,query,count
2026-08-29,total,66765008
2026-08-29,claude,523713
2026-08-29,copilot,2356
2026-08-29,devin,1061
2026-08-29,aider,251
2026-08-29,codex,5
2026-08-29,opencode,463
2026-08-29,cursor_editor,38488
2026-08-29,cursor_bg,76
2026-08-29,jules,1753
2026-08-29,amazonq,8
