date,query,count
2026-08-30,total,70442406
2026-08-30,claude,527818
2026-08-30,copilot,2492
2026-08-30,devin,466
2026-08-30,aider,122
2026-08-30,codex,1
2026-08-30,opencode,483
2026-08-30,cursor_editor,38285
2026-08-30,cursor_bg,60
2026-08-30,jules,1855
2026-08-30,amazonq,5
