date,query,count
2026-03-05,total,8329725
2026-03-05,claude,229814
2026-03-05,copilot,15729
2026-03-05,devin,524
2026-03-05,aider,256
2026-03-05,codex,0
2026-03-05,opencode,51
2026-03-05,cursor_editor,358
2026-03-05,cursor_bg,0
2026-03-05,jules,3661
2026-03-05,amazonq,0
