date,query,count
2026-03-04,total,7083091
2026-03-04,claude,223345
2026-03-04,copilot,16624
2026-03-04,devin,464
2026-03-04,aider,135
2026-03-04,codex,0
2026-03-04,opencode,73
2026-03-04,cursor_editor,335
2026-03-04,cursor_bg,2
2026-03-04,jules,3631
2026-03-04,amazonq,0
