date,query,count
2026-05-09,total,6885930
2026-05-09,claude,352095
2026-05-09,copilot,11015
2026-05-09,devin,597
2026-05-09,aider,169
2026-05-09,codex,1
2026-05-09,opencode,107
2026-05-09,cursor_editor,30052
2026-05-09,cursor_bg,0
2026-05-09,jules,2828
2026-05-09,amazonq,2
