date,query,count
2026-03-11,total,7574928
2026-03-11,claude,253270
2026-03-11,copilot,18484
2026-03-11,devin,623
2026-03-11,aider,197
2026-03-11,codex,9
2026-03-11,opencode,44
2026-03-11,cursor_editor,425
2026-03-11,cursor_bg,1
2026-03-11,jules,3572
2026-03-11,amazonq,0
