date,query,count
2026-03-10,total,7472283
2026-03-10,claude,257342
2026-03-10,copilot,19414
2026-03-10,devin,580
2026-03-10,aider,222
2026-03-10,codex,7
2026-03-10,opencode,54
2026-03-10,cursor_editor,360
2026-03-10,cursor_bg,2
2026-03-10,jules,3878
2026-03-10,amazonq,0
