date,query,count
2026-05-12,total,7801675
2026-05-12,claude,434023
2026-05-12,copilot,13011
2026-05-12,devin,914
2026-05-12,aider,239
2026-05-12,codex,1
2026-05-12,opencode,115
2026-05-12,cursor_editor,42042
2026-05-12,cursor_bg,0
2026-05-12,jules,2727
2026-05-12,amazonq,0
