date,query,count
2026-08-26,total,63385878
2026-08-26,claude,619833
2026-08-26,copilot,2573
2026-08-26,devin,682
2026-08-26,aider,158
2026-08-26,codex,1
2026-08-26,opencode,483
2026-08-26,cursor_editor,49294
2026-08-26,cursor_bg,31
2026-08-26,jules,2741
2026-08-26,amazonq,9
