date,query,count
2026-07-21,total,27148375
2026-07-21,claude,584452
2026-07-21,copilot,3164
2026-07-21,devin,527
2026-07-21,aider,102
2026-07-21,codex,0
2026-07-21,opencode,277
2026-07-21,cursor_editor,55146
2026-07-21,cursor_bg,12
2026-07-21,jules,1845
2026-07-21,amazonq,1
