date,query,count
2026-05-31,total,31353874
2026-05-31,claude,436593
2026-05-31,copilot,5503
2026-05-31,devin,615
2026-05-31,aider,121
2026-05-31,codex,1
2026-05-31,opencode,101
2026-05-31,cursor_editor,39425
2026-05-31,cursor_bg,12
2026-05-31,jules,2380
2026-05-31,amazonq,0
