date,query,count
2026-04-08,total,7479981
2026-04-08,claude,376261
2026-04-08,copilot,17938
2026-04-08,devin,763
2026-04-08,aider,181
2026-04-08,codex,0
2026-04-08,opencode,76
2026-04-08,cursor_editor,387
2026-04-08,cursor_bg,0
2026-04-08,jules,3120
2026-04-08,amazonq,0
