date,query,count
2026-07-29,total,33641593
2026-07-29,claude,560939
2026-07-29,copilot,3034
2026-07-29,devin,401
2026-07-29,aider,274
2026-07-29,codex,1
2026-07-29,opencode,324
2026-07-29,cursor_editor,50918
2026-07-29,cursor_bg,12
2026-07-29,jules,1782
2026-07-29,amazonq,3
