date,query,count
2026-05-26,total,7429195
2026-05-26,claude,482964
2026-05-26,copilot,7748
2026-05-26,devin,665
2026-05-26,aider,150
2026-05-26,codex,1
2026-05-26,opencode,130
2026-05-26,cursor_editor,44759
2026-05-26,cursor_bg,0
2026-05-26,jules,2461
2026-05-26,amazonq,0
