date,query,count
2026-09-09,total,72053258
2026-09-09,claude,811540
2026-09-09,copilot,3010
2026-09-09,devin,530
2026-09-09,aider,182
2026-09-09,codex,1
2026-09-09,opencode,716
2026-09-09,cursor_editor,47412
2026-09-09,cursor_bg,39
2026-09-09,jules,1728
2026-09-09,amazonq,21
