date,query,count
2026-05-21,total,7071650
2026-05-21,claude,469441
2026-05-21,copilot,8602
2026-05-21,devin,512
2026-05-21,aider,240
2026-05-21,codex,1
2026-05-21,opencode,148
2026-05-21,cursor_editor,43626
2026-05-21,cursor_bg,4
2026-05-21,jules,2865
2026-05-21,amazonq,0
