date,query,count
2026-05-19,total,7402251
2026-05-19,claude,490023
2026-05-19,copilot,9683
2026-05-19,devin,533
2026-05-19,aider,420
2026-05-19,codex,1
2026-05-19,opencode,125
2026-05-19,cursor_editor,41285
2026-05-19,cursor_bg,0
2026-05-19,jules,2814
2026-05-19,amazonq,1
