date,query,count
2026-09-17,total,63860290
2026-09-17,claude,815047
2026-09-17,copilot,3412
2026-09-17,devin,704
2026-09-17,aider,108
2026-09-17,codex,5
2026-09-17,opencode,489
2026-09-17,cursor_editor,42933
2026-09-17,cursor_bg,18
2026-09-17,jules,1972
2026-09-17,amazonq,1
