date,query,count
2026-08-03,total,50500201
2026-08-03,claude,562029
2026-08-03,copilot,3254
2026-08-03,devin,733
2026-08-03,aider,266
2026-08-03,codex,1
2026-08-03,opencode,356
2026-08-03,cursor_editor,49619
2026-08-03,cursor_bg,67
2026-08-03,jules,1686
2026-08-03,amazonq,2
