date,query,count
2026-06-13,total,14197108
2026-06-13,claude,484696
2026-06-13,copilot,2614
2026-06-13,devin,510
2026-06-13,aider,204
2026-06-13,codex,12
2026-06-13,opencode,145
2026-06-13,cursor_editor,37780
2026-06-13,cursor_bg,21
2026-06-13,jules,2136
2026-06-13,amazonq,5
