date,query,count
2026-05-14,total,7181252
2026-05-14,claude,445328
2026-05-14,copilot,10772
2026-05-14,devin,764
2026-05-14,aider,331
2026-05-14,codex,1
2026-05-14,opencode,168
2026-05-14,cursor_editor,38167
2026-05-14,cursor_bg,1
2026-05-14,jules,2735
2026-05-14,amazonq,3
