date,query,count
2026-07-17,total,17800251
2026-07-17,claude,574238
2026-07-17,copilot,3087
2026-07-17,devin,501
2026-07-17,aider,259
2026-07-17,codex,0
2026-07-17,opencode,295
2026-07-17,cursor_editor,47822
2026-07-17,cursor_bg,33
2026-07-17,jules,1820
2026-07-17,amazonq,10
