date,query,count
2026-06-26,total,8302152
2026-06-26,claude,512497
2026-06-26,copilot,2831
2026-06-26,devin,547
2026-06-26,aider,167
2026-06-26,codex,1
2026-06-26,opencode,226
2026-06-26,cursor_editor,41405
2026-06-26,cursor_bg,41
2026-06-26,jules,2037
2026-06-26,amazonq,0
