date,query,count
2026-05-23,total,6332488
2026-05-23,claude,379933
2026-05-23,copilot,6242
2026-05-23,devin,440
2026-05-23,aider,195
2026-05-23,codex,1
2026-05-23,opencode,192
2026-05-23,cursor_editor,35073
2026-05-23,cursor_bg,57
2026-05-23,jules,2655
2026-05-23,amazonq,0
