date,query,count
2026-03-17,total,5982683
2026-03-17,claude,327223
2026-03-17,copilot,17332
2026-03-17,devin,530
2026-03-17,aider,155
2026-03-17,codex,6
2026-03-17,opencode,68
2026-03-17,cursor_editor,435
2026-03-17,cursor_bg,2
2026-03-17,jules,3565
2026-03-17,amazonq,0
