date,query,count
2026-05-17,total,6474225
2026-05-17,claude,422380
2026-05-17,copilot,8401
2026-05-17,devin,603
2026-05-17,aider,377
2026-05-17,codex,1
2026-05-17,opencode,108
2026-05-17,cursor_editor,33376
2026-05-17,cursor_bg,5
2026-05-17,jules,2634
2026-05-17,amazonq,0
