date,query,count
2026-05-06,total,7082161
2026-05-06,claude,387464
2026-05-06,copilot,11576
2026-05-06,devin,919
2026-05-06,aider,229
2026-05-06,codex,1
2026-05-06,opencode,148
2026-05-06,cursor_editor,39315
2026-05-06,cursor_bg,0
2026-05-06,jules,2005
2026-05-06,amazonq,1
