date,query,count
2026-06-10,total,9002710
2026-06-10,claude,624657
2026-06-10,copilot,3734
2026-06-10,devin,749
2026-06-10,aider,148
2026-06-10,codex,2
2026-06-10,opencode,131
2026-06-10,cursor_editor,48623
2026-06-10,cursor_bg,38
2026-06-10,jules,2183
2026-06-10,amazonq,6
