date,query,count
2026-04-27,total,7022733
2026-04-27,claude,378866
2026-04-27,copilot,11080
2026-04-27,devin,2323
2026-04-27,aider,225
2026-04-27,codex,1
2026-04-27,opencode,159
2026-04-27,cursor_editor,414
2026-04-27,cursor_bg,2
2026-04-27,jules,2509
2026-04-27,amazonq,0
