date,query,count
2026-03-29,total,6839151
2026-03-29,claude,346878
2026-03-29,copilot,14369
2026-03-29,devin,655
2026-03-29,aider,193
2026-03-29,codex,0
2026-03-29,opencode,79
2026-03-29,cursor_editor,260
2026-03-29,cursor_bg,0
2026-03-29,jules,3031
2026-03-29,amazonq,0
